slug,name,grade,province,city,source,source_url,license
3a-guangdong-205,梅州市中国客家博物馆景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-206,梅州市丰顺县御逸温泉度假村,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-207,梅州市丰顺县粤东大峡谷景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-208,梅州市丰顺县铜鼓峰生态旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-209,梅州市五华县双龙山旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-210,梅州市五华县新丰寨旅游景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-211,梅州市五华热矿泥山庄景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-212,梅州市兴宁珍珠红诚意酒城旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-213,梅州市兴宁粤东云山谷生态旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-214,梅州市北塘乡村旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-215,梅州市南药梅片特色产业旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-216,梅州市坪山梯田旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-217,梅州市大观天下文化旅游产业园景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-218,梅州市客都人家文化旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-219,梅州市富大陶瓷工业旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-220,梅州市平远县南台卧佛山景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-221,梅州市平远县大河背景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-222,梅州市曼佗山庄景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-223,梅州市月形山乡村旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-224,梅州市李光耀祖居旅游景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-225,梅州市梅县区松口古镇旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-226,梅州市梅县区麓湖山旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-227,梅州市汉光超顺农旅园景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-228,梅州市江畔人家休闲度假区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-229,梅州市爱丽丝庄园（樱花谷）景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-230,梅州市瑞山生态旅游度假区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-231,梅州市益塘水库旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-232,梅州市蕉岭县丘成桐祖居文化旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-233,梅州市蕉岭县卡拉比-丘数学世界旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-234,梅州市蕉岭县桃花源休闲农业旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-235,梅州市金穗休闲旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-236,梅州市龙归寨瀑布景区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-237,梅州市龙鲸河漂流旅游区,3A,广东省,梅州市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-238,横琴粤澳深度合作区丽新创新方旅游区,3A,广东省,横琴粤澳深度合作区,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-239,横琴粤澳深度合作区星乐度·露营小镇景区,3A,广东省,横琴粤澳深度合作区,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-240,汕头市东湖社区景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-241,汕头市中山公园,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-242,汕头市仙城翠湖旅游区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-243,汕头市宝奥玩具文旅产业园景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-244,汕头市小公园开埠区旅游区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-245,汕头市广东丹樱生态园景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-246,汕头市桥陈红色旅游区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-247,汕头市潮南区东华潮乡旅游景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-248,汕头市潮阳区和平大峰风景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-249,汕头市红场大南山红色旅游景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-250,汕头市绿梦欢乐世界景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-251,汕头市金寿生态园景区,3A,广东省,汕头市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-252,汕尾市中弘生态园旅游景区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-253,汕尾市凤山民俗文化旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-254,汕尾市城区晨洲蚝乡旅游景区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-255,汕尾市海丰县大湖滨海生态旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-256,汕尾市海丰莲花村生态旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-257,汕尾市海丰鹭影禾香生态旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-258,汕尾市红海湾东尾红色文化旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-259,汕尾市红色欢乐谷旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-260,汕尾市老德头海洋文化园旅游景区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-261,汕尾市铜鼎山旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-262,汕尾市陆丰上海外滩旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-263,汕尾市陆丰石寨古村文化旅游景区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-264,汕尾市陆丰福山妈祖旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-265,汕尾市陆丰金厢滨海红色旅游区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-266,汕尾市陆河共光万亩梅园旅游景区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-267,汕尾市陆河螺溪谷旅游景区,3A,广东省,汕尾市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-268,江门五邑华侨华人博物馆,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-269,江门市五丰村东南亚风情旅游区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-270,江门市伍炳亮黄花梨艺博馆,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-271,江门市台山喜运来温泉度假区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-272,江门市台山市华侨文化博物馆,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-273,江门市台山桂水村旅游景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-274,江门市台山颐和温泉养生度假区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-275,江门市启明里景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-276,江门市周文雍陈铁军烈士纪念园,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-277,江门市崖门渔港景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-278,江门市开平凤仪里旅游区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-279,江门市开平博物馆,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-280,江门市开平大沙里欢茶谷景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-281,江门市开平市塘口旧墟旅游区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-282,江门市恒大泉都旅游度假区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-283,江门市恩平冯如故里文化旅游区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-284,江门市新会京梅功夫侨村景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-285,江门市新会区宝骏小冈香业城景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-286,江门市新会古典家具城景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-287,江门市新会泓达堂陈皮庄园,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-288,江门市无限极养生文化基地景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-289,江门市杜阮凉瓜田园综合体旅游景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-290,江门市林基路红色教育基地景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-291,江门市歇马举人村景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-292,江门市海口埠景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-293,江门市瑷露德玛芦荟庄园景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-294,江门市白水带缤纷乐园景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-295,江门市石板沙疍家风情岛,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-296,江门市米仓村·簕菜文化创意园景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-297,江门市长廊生态园,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-298,江门市鹤山香草地景区,3A,广东省,江门市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-299,河源国家高新技术开发区百家鲜客家女奇妙乐园景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-300,河源市东江野战俱乐部景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-301,河源市东源县仙坑古村景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-302,河源市东源县仙湖茶园旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-303,河源市东源县南园古村景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-304,河源市东源县双田畲族民俗文化村旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-305,河源市东源县康禾云溪温泉旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-306,河源市九连山原始森林度假村景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-307,河源市和平县林寨古村景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-308,河源市和平县水背古村阳明文化旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-309,河源市和平县荣佳国韵温泉度假村,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-310,河源市啸仙故里文化旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-311,河源市客天下水晶温泉国际旅游度假区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-312,河源市源城区农夫山泉万绿湖工业旅游景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-313,河源市源城区大水井特色民宿文化旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-314,河源市源城区野趣沟旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-315,河源市紫金县苏区革命旧遗址群景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-316,河源市越王山风景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-317,河源市龙川县五色茶岭景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-318,河源市龙川县嶅山溪谷生态旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-319,河源市龙川县甘陂畲族村旅游区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-320,河源市龙川县绿油花果树小镇景区,3A,广东省,河源市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-321,深圳市“地王观光•深港之窗”景区,3A,广东省,深圳市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-322,深圳市东山鹿嘴旅游区,3A,广东省,深圳市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-323,深圳市光明（红满庭）红木文化小镇景区,3A,广东省,深圳市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-324,深圳市华强北步行街景区,3A,广东省,深圳市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-325,深圳市玫瑰海岸文化旅游度假区,3A,广东省,深圳市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-326,深圳市甘坑古镇文化旅游区,3A,广东省,深圳市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-327,清远市九州驿站-天门沟景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-328,清远市佛冈田野绿世界景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-329,清远市天子山旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-330,清远市奥园英德巧克力王国旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-331,清远市峡江旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-332,清远市广东峡天下景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-333,清远市徐家庄生态旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-334,清远市欧家梯田观光旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-335,清远市洛神谷旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-336,清远市清城区美林湖景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-337,清远市清新区下迳小华山景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-338,清远市清新区太和古洞风景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-339,清远市清新区笔架山旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-340,清远市清泉湾生态旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-341,清远市牛鱼嘴原始生态风景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-342,清远市狮子湖国际休闲旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-343,清远市神峰关景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-344,清远市英德仙桥地下河景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-345,清远市英德宝墩湖生态旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-346,清远市英德市T三峰林茶谷景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-347,清远市英德市中华英石园旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-348,清远市英德市亚婆田·白水寨生态旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-349,清远市英德市红旗茶厂景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-350,清远市英德市连樟乡村旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-351,清远市英德浈阳峡风景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-352,清远市英德茶叶世界景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-353,清远市连南瑶族自治县油岭民俗瑶寨景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-354,清远市连山壮族瑶族自治县壮瑶风采非遗旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-355,清远市连山壮族瑶族自治县鹰扬关景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-356,清远市连山壮瑶山城景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-357,清远市连山壮瑶族自治县永梅蒙峒古村,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-358,清远市连山皇后山生态观光茶庄园景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-359,清远市连州市丰阳镇夏东天然森氧度假旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-360,清远市连州市丰阳镇畔水乡村旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-361,清远市连州西岸·禾悦生态旅游景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-362,清远市阳山县鱼水风景区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-363,清远湖蝶湾旅游区,3A,广东省,清远市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-364,湛江军事文化博览园景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-365,湛江市品胜天鹅湖旅游景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-366,湛江市廉江安铺骑楼老街旅游景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-367,湛江市廉江市田园寨田园综合体景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-368,湛江市廉江樱花公园景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-369,湛江市廉江谢鞋山旅游风景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-370,湛江市廉江鳄鱼生态公园旅游景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-371,湛江市徐闻菠萝的海景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-372,湛江市特呈全域旅游岛景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-373,湛江市茂德公大观园,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-374,湛江市螺岗小镇景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-375,湛江市角尾乡放坡村旅游景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-376,湛江市角尾乡灯楼角景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-377,湛江市调顺民俗文化园景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
3a-guangdong-378,湛江市赤坎老街旅游景区,3A,广东省,湛江市,广东省文化和旅游厅 · 广东省A级旅游景区名录,,政府公开信息（官方名录）
